"","lake","year_loess","depth","ASTFO","AULAM","STAVE","TABFL","PSEEL","NAVCR","NITPE","PINSU","PSEBR","SELAU","FRACR","STACO","AULGR","AULSU","LININ","TABFE","ACHMI","FRAME","SELNI","STAPI","SELSA","DISPS","AULTE","PSEBRI","LINCO","PSERO","MYX","ALL","DIA","LUT","CAN","ECH","PHEB","PHEA","BCAR","orgC_burial_g_cm2_yr","dC/dt","Labile P","recalcitrant","Fe-bound P","mobile"
"11","burnt",1956.47274889439,14,11.75,31.75,21.25,5.75,22.5,0,0,0,0,0,0,0,0,0.5,1,0,0.25,0,0.75,0,0.25,0.25,0,0.5,0.75,0,2.37192449868704,7.09193131749654,6.46180628487432,9.11040056783367,4.63976645152439,0.647340328022643,25.0816320129747,18.3483426751108,2.38633684204336,0.00402126619027578,0.00291506288661745,NA,NA,NA,NA
"12","burnt",1943.21380555683,16,14.25,32,24.75,6.25,14.25,0,0,0,0.25,0,0.25,0.25,0,0,0.25,0,0.5,0,0.75,0.5,0,0,0,1,0.25,0,2.016986479851,7.11919622112557,7.54992648361129,9.72104001532073,5.0870408172276,1.8770497897827,21.1074537673954,19.2794032383807,2.97504297868306,0.00388430093523904,0.000544864210985589,0.270769541572836,0.659156568009918,0.070073890395976,0.340843431968812
"13","burnt",1936.3785450589,17,10.5,54,8.25,5.75,14.25,0,0,0,0.25,0,0.75,0.25,0,0,0.5,0,0.25,0,0.75,1,0,0,0,0.5,0.5,0,2.016986479851,7.11919622112557,7.54992648361129,9.72104001532073,5.0870408172276,1.8770497897827,21.1074537673954,19.2794032383807,2.97504297868306,0.00399476566414589,-0.00161610122891878,NA,NA,NA,NA
"14","burnt",1915.4905416618,20,10.5,54,8.25,5.75,14.25,0,0,0,0.25,0,0.75,0.25,0,0,0.5,0,0.25,0,0.75,1,0,0,0,0.5,0.5,0,1.44430399841498,6.25757175811087,7.43774696071262,9.33270101375665,3.79206201426745,1.22548565245295,19.2770004872143,10.0000946809362,0.955242413763808,0.00446808782397183,-0.0019698660366577,NA,NA,NA,NA
"15","burnt",1903.63441744737,22,9.5,42.25,5.75,8.25,23.75,0,0,0,0,0,0.25,0,0,0.5,1,0,0.25,0,0.5,0,0.5,0.25,0,0.75,0.75,0,1.50761035687696,7.72151780088899,8.21257200297108,9.62655089152822,4.09385574612651,1.41785831952551,15.2887126204847,14.1300800819102,2.32103563919163,0.00499296350580339,-0.00551334328497267,0.262903250098517,0.65516669646961,0.0819300534448456,0.344833303543363
"16","burnt",1879.26638262815,26,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,1.35064488401287,7.46345355271802,7.70275856967437,10.3229496617675,3.52181255139895,1.12040804258491,8.54515761003068,10.1166285744842,1.50644692265776,0.00538353832725172,0.00165715385518592,0.365980630677746,0.563981207175474,0.070038162157644,0.43601879283539
"17","burnt",1866.41878720072,28,9.5,54.25,9.5,5.75,13,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,1,0.5,0,1.16009802567775,6.77005148940441,6.76114785121314,8.91474375821789,3.32719121890344,0.988167636482971,11.7935274759173,10.3887850660114,1.79487931103924,0.00507049543323154,0.00287035300015275,NA,NA,NA,NA
"18","dunnigan",2018.9061796386,2,0,0,0,6,0,19.75,11.25,4.25,4.75,2.75,0,0,0,0,0,1,1.75,0,0,0,3.25,0,0,0,0,1.75,3.08985849940228,5.05123847077651,5.01780068482666,16.3233342910472,1.56466360900988,4.53933784353394,35.2577507748603,50.4144190955529,20.0169635272874,0.00752812421833031,NA,0.47630614561711,0.436110558185283,0.0875832961889697,0.56388944180608
"19","dunnigan",2017.48875747663,3,0,0,0,6,0,19.75,11.25,4.25,4.75,2.75,0,0,0,0,0,1,1.75,0,0,0,3.25,0,0,0,0,1.75,4.34101573655143,7.51095574898936,6.01301249029896,18.8765101770342,3.30405738685463,5.71627167867339,30.9068586446395,48.5002743202145,24.410659885261,0.0070890592814081,0.030976299701144,0.501031111968382,0.409158980516322,0.0898099075270325,0.590841019495414
"20","dunnigan",2012.58593988094,5,0,0,0,5.75,0,21.25,12.5,6,5.25,3.75,0,0,0,0,0,1,2.5,0,0,0,1.75,0,0,0,0,2.5,1.77126869844804,10.3114438030171,8.23678058232478,24.6668309520642,4.08543454110203,7.09296633965533,36.3777140359369,37.4543279276495,12.8611952264302,0.0062109645541453,0.015600904269509,0.514466591407762,0.425986693051863,0.0595467155308176,0.574013306938579
"21","dunnigan",2009.10458224935,6,0,0,0,5.75,0,21.25,12.5,6,5.25,3.75,0,0,0,0,0,1,2.5,0,0,0,1.75,0,0,0,0,2.5,3.36013898789915,9.78306925522541,8.05913555520272,23.3089808723343,1.61822176626329,5.32812423637998,31.2415091722656,24.0183601231278,4.86128062904287,0.00575204317281008,0.0131822533017273,NA,NA,NA,NA
"22","dunnigan",2004.91127645558,7,0,0,0,7.25,0,22.75,12.5,3.5,4,4.25,0,0,0,0,0,0.5,1.75,0,0,0,2.5,0,0,0,0,2.5,3.88758978393742,9.15664325324737,8.81982215402734,23.323710767545,4.39290341162394,5.19927187863498,33.1432826989902,39.9352912022778,21.2215698470875,0.0053403369517972,0.00981817785920981,0.536399305396263,0.422842574236793,0.0407581203975121,0.577157425793775
"23","dunnigan",1999.98479249877,8,0,0,0,8,0,23.25,13,3.25,2,4.75,0,0,0,0,0,0.75,1.5,0,0,0,3,0,0,0,0,2.25,3.85422565185518,10.0900268278749,6.3281219925994,26.0006902200091,3.62057364992455,6.5262359550588,33.9949763305679,36.5174337525776,20.4125668998708,0.00498468910034531,0.00721910097687977,0.5726818071367,0.391165858876528,0.0361523339752269,0.608834141111927
"24","dunnigan",1994.30450361292,9,0,0,0,18.25,0,18,12.5,3.25,1.75,3.75,0,0,0,0,0,0.5,2.5,0,0,0,2.75,0,0,0,0,3.5,4.97449566758125,12.1720452741804,9.4795281036831,31.2016079930293,5.84574520556633,7.38142980194805,58.2165531227057,32.7591245762135,17.9005108530011,0.00460540816907415,0.00667714158369601,0.526313422012013,0.438513457949407,0.0351731200589065,0.561486542070919
"25","dunnigan",1987.87961835603,10,0,0,0,2.25,0,22.5,11,4.75,3.25,5.75,0,0,0,0,0,0.5,2,0,0,0,3,0,0,0,0,2,2.49691344423701,7.41567050981911,5.56407863094298,19.3998511866659,2.27235946814329,3.86926526354355,36.3966903829286,26.0032135639203,13.0558283271774,0.0042015227774158,0.0062862662212563,0.491810406366729,0.475947696965487,0.0322418966940717,0.524052303060801
"26","dunnigan",1980.73365971321,11,0,0,0,11.5,0,18.75,10,4,7.25,3.5,0,0,0,0,0,0.5,2.25,0,0,0,2.25,0,0,0,0,2,2.49691344423701,7.41567050981911,5.56407863094298,19.3998511866659,2.27235946814329,3.86926526354355,36.3966903829286,26.0032135639203,13.0558283271774,0.00382191644628123,0.00531218203335091,NA,NA,NA,NA
"27","dunnigan",1972.89015066958,12,0,0,0,8.25,0,23.75,12.25,3.5,2.75,4.5,0,0,0,0,0,0.75,2.5,0,0,0,2.75,0,0,0,0,1.75,3.95541659989672,11.069281812611,8.29058118283526,26.8510858075795,5.17911028013836,7.66662129585156,66.3891831776693,38.4485329818815,24.0161123246021,0.00347544750082224,0.00441726966249075,0.529879829223796,0.439220271443547,0.0308998993546311,0.560779728578427
"28","dunnigan",1963.89882404707,13,0,0,0,9.25,0,18.25,13.25,6,6,5.25,0,0,0,0,0,0.75,1,0,0,0,2.5,0,0,0,0,2.75,3.95541659989672,11.069281812611,8.29058118283526,26.8510858075795,5.17911028013836,7.66662129585156,66.3891831776693,38.4485329818815,24.0161123246021,0.00311543311589971,0.00400401853961381,NA,NA,NA,NA
"29","dunnigan",1954.25085342768,14,0,0,0,8,0,22.5,10.5,4.25,5,4,0,0,0,0,0,0.5,1.25,0,0,0,2.25,0,0,0,0,1,3.31187097459905,9.31028314490765,7.35682790566771,23.4792045753358,3.8632267559873,4.43063924643726,36.1183965529948,21.7570069017958,5.56826242850269,0.00278895731435896,0.00338388055291769,0.610468051697832,0.364943161767365,0.0245887865427243,0.635056838240556
"30","dunnigan",1933.0477418946,16,0,0,0,8.5,0,20,13.5,6.25,2,2.25,0,0,0,0,0,0.25,2.25,0,0,0,2.5,0,0,0,0,3.5,3.589060449852,9.90701387460863,7.29693038395489,23.3079990770734,0.300926107096257,6.18904566946719,43.3674653427492,25.1283906866142,9.38696903956411,0.00258901179155071,0.000259334750844405,0.552702795243717,0.425517314442554,0.0217798902733908,0.574482685517108
"31","dunnigan",1911.02947937592,18,0,0,0,2,0,23,11.75,6,3,4,0,0,0,0,0,1,2.25,0,0,0,3.5,0,0,0,0,2.75,3.10863570449284,6.95084813483527,4.71713785543832,17.7806496477584,2.72938773227997,4.42652546318204,31.6630756108256,19.6658629329986,12.3623794626663,0.00252099573245452,0.000145394847200437,NA,NA,NA,NA
"32","dunnigan",1890.83672847281,20,0,0,0,4.75,0,16.25,13,4.5,3.75,3.25,0,0,0,0,0,0.5,2.5,0,0,0,3.5,0,0,0,0,3.5,2.69444640303205,5.64100615455227,4.31028508613205,14.6236680137518,1.64182456482668,3.10735211198245,2.0514388501555,9.53418555264266,5.30462787170348,0.00260362587557502,-0.000642207180311601,NA,NA,NA,NA
"33","dunnigan",1871.03593043578,22,0,0,0,6.25,0,18.5,11.25,4,6,4.25,0,0,0,0,0,1,1.75,0,0,0,2.75,0,0,0,0,3,1.95690769978753,4.07444821149587,3.25712872333227,10.2020275374838,0.958366030661703,2.73800530909261,17.9132612903114,8.83321896149654,5.43482206200993,0.00260566825233578,-8.06898016628273e-05,NA,NA,NA,NA
"34","dunnigan",1851.38879258603,24,0,0,0,7.5,0,21.25,10.5,5.5,1.75,4.25,0,0,0,0,0,0.75,1.25,0,0,0,2,0,0,0,0,3.25,2.03234078918834,2.94119562516091,2.61896076615684,11.8348932881509,0.881611705003521,2.96443566920892,15.4759460959116,12.0492269436792,9.10344055634316,0.00250824637300731,0.000548859150679037,0.539196830438783,0.440838352301762,0.0199648172109019,0.559161647649685
"35","etwin",2017.9476323635,9,0,19.75,59.5,1.5,0.5,0,0,0,0,0,10.25,1.25,0,0.75,0.25,0,0,0,0.75,0.75,0.25,0,0,0.75,0.25,0,9.43186280466345,11.9687677775662,8.36299285925908,22.2456349177883,1.84558005584122,3.84932523224345,15.023655547165,41.2232293750471,25.2885041635842,0.0169358091666198,0.0500313907654747,0.255552174309455,0.491375056946876,0.253072768728193,0.508624943037648
"36","etwin",2013.32412091262,14,0,19.75,59.5,1.5,0.5,0,0,0,0,0,10.25,1.25,0,0.75,0.25,0,0,0,0.75,0.75,0.25,0,0,0.75,0.25,0,9.14620765792808,9.25792739116814,7.84583917136237,20.0770531655178,1.89164338092827,3.12927400936075,14.0110326025007,27.823978033289,14.7900400552639,0.0148744470915822,0.0365762814980124,NA,NA,NA,NA
"37","etwin",2012.12841986823,15,0,23.75,50,1.75,1.5,0,0,0,0,0,5.75,7.75,0,0.25,0.25,0,0.5,0,0.75,1.25,0.25,0,0.75,1.25,0,0,9.14620765792808,9.25792739116814,7.84583917136237,20.0770531655178,1.89164338092827,3.12927400936075,14.0110326025007,27.823978033289,14.7900400552639,0.0145048312337207,0.0309120628099909,0.281157771252449,0.478140093509354,0.240702135255729,0.521859906508178
"38","etwin",2008.05318274791,18,0,18.5,56.75,1.25,0.75,0,0,0,0,0,11.5,3.75,0,0.75,0,0,0,0,1,0.75,0,0,0.25,0.75,0,0,7.25447178634109,12.0309083775075,8.56145911095543,21.7806239069566,2.7995201448295,2.76284913329059,20.6825421948578,22.8779634072323,10.548675766078,0.0133973116309502,0.0235333080814442,0.275144801602419,0.528921789143707,0.19593340924568,0.471078210848099
"39","etwin",2003.17313182882,21,0,17,51.5,1.5,1.5,0,0,0,0,0,6.25,12.75,0,0.25,0,0,0.25,0,1,2,0,0,0.5,1.25,0.5,0,7.25447178634109,12.0309083775075,8.56145911095543,21.7806239069566,2.7995201448295,2.76284913329059,20.6825421948578,22.8779634072323,10.548675766078,0.0122409137304998,0.0105528247430458,0.290174905887233,0.550428859437699,0.159396234648619,0.449571140535852
"40","etwin",2001.3514644965,22,0,17,51.5,1.5,1.5,0,0,0,0,0,6.25,12.75,0,0.25,0,0,0.25,0,1,2,0,0,0.5,1.25,0.5,0,11.8264778158486,6.19334388795144,7.96533152168722,18.4665234642569,3.41754760099608,3.34424565673801,15.8808355488821,32.0891723703055,18.0936018506224,0.0118351295869502,0.0222754251750648,NA,NA,NA,NA
"41","etwin",1997.39490777349,24,0,22.5,47.5,0.25,0.75,0,0,0,0,0,8,11.75,0,0,0.5,0,0.5,0,1.25,2,0.25,0,0,1,0.25,0,11.7264604490149,9.01892455786739,11.3077963261013,24.6476783035399,3.0809658236944,3.84090950399374,18.6894248236316,41.1319254602771,23.4166876821627,0.0112190418958138,0.00762025054806052,0.310206816747542,0.522005035375318,0.167788147866051,0.477994964613593
"42","etwin",1992.99766995103,26,0,29,39.75,0.75,3.25,0,0,0,0,0,3.75,15.5,0,0.5,0,0,0.25,0,1,2.5,0,0,0.25,1.25,0,0,12.2207377031733,7.61374241812486,10.4591906586776,22.7582076116495,2.6540463604238,3.87615079845786,33.6607394993162,44.4233802385011,19.2810607849411,0.0103940361155448,0.0141538117342223,NA,NA,NA,NA
"43","etwin",1988.15618878115,28,0,22.5,37,0.25,3,0,0,0,0,0,3.25,22.5,0,0.5,0.25,0,0,0,0.75,3.25,0,0,0,1.25,0.25,0,12.1822006136361,10.2899709258913,10.45822634954,26.3247204278489,2.94875612959894,4.56456068165582,46.2573483646289,66.3734097203863,26.4949572391526,0.00955918479157956,0.0143940105405874,0.311238389068669,0.547200870029135,0.141560740918198,0.452799129986867
"44","etwin",1982.88277489639,30,0,21,41,0,3.5,0,0,0,0,0,0,25.25,0,0.5,0.25,0,0.5,0,1.25,1.5,0.25,0,0.75,1.25,0,0,5.83895090064343,7.95073763949125,8.01406713546426,21.0681840621681,2.3080366602922,2.83346231689109,19.2338805807345,25.8772570456821,10.1429612264266,0.00879987177744365,0.0137598167096339,0.325872324667296,0.530899351432093,0.143228323934182,0.469100648601478
"45","etwin",1977.17357559163,32,0,41.75,25,0,6,0,0,0,0,0,0,16.75,0,0.5,0,0,0.25,0,1,2,0,0,0.75,1.25,0,0,9.84056881121078,8.57215008744445,8.00968588412014,20.3403545742979,2.26612224284535,4.52056136344291,13.1556830706354,17.934067796006,6.20278282253169,0.00811690639326319,0.0117863468632638,0.327070390914017,0.53828258981401,0.134647019318523,0.46171741023254
"46","etwin",1971.02473816175,34,0,37,31.75,0,3.75,0,0,0,0,0,1,17.25,0,0.75,0,0,0.5,0,0.5,2,0,0,0,0.75,0,0,11.6159288438409,8.73880117775617,10.3479261132369,24.267135724176,2.68958618492177,4.28777345501544,20.2810232894038,44.3964183392647,22.5900496583439,0.00755387183505529,0.00846948448632966,0.312036444197851,0.557281624913796,0.130681930879682,0.442718375077533
"47","etwin",1960.63876032325,37,0,23.75,33,0.25,6.75,0,0,0,0,0,0.25,24.75,0,0.75,0,0,0,0,0.75,1.75,0.75,0,0.75,1.25,0,0,11.6159288438409,8.73880117775617,10.3479261132369,24.267135724176,2.68958618492177,4.28777345501544,20.2810232894038,44.3964183392647,22.5900496583439,0.00664358078597878,0.00889213004780354,0.306240025183179,0.596945962365137,0.0968140124802636,0.403054037663443
"48","etwin",1956.76591826269,38,0,23.75,33,0.25,6.75,0,0,0,0,0,0.25,24.75,0,0.75,0,0,0,0,0.75,1.75,0.75,0,0.75,1.25,0,0,8.96958522947441,8.74335504654518,8.95209956801918,24.0593353046379,2.77286952007298,4.82733110678589,22.8308112725831,31.8869832832169,13.6549488777904,0.00631081348482083,0.0085923282167061,NA,NA,NA,NA
"49","etwin",1940.91740327153,42,0,42.5,13.25,0.5,6.25,0,0,0,0,0,0,25.5,0,0.75,0,0,0.5,0,1.25,2,0,0,0.25,1,0,0,7.38600497360688,8.14875833637261,7.87641477375946,20.5102224118047,2.50680657665726,3.47154363714557,18.7680191496342,35.6835706338031,20.8656089196019,0.00534994001198536,0.00436453107626734,0.293407479803912,0.596942713143429,0.109649807003895,0.403057286807807
"50","etwin",1924.08779138563,46,0,42.5,13.25,0.5,6.25,0,0,0,0,0,0,25.5,0,0.75,0,0,0.5,0,1.25,2,0,0,0.25,1,0,0,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,1.99362010139786,2.31718937452801,12.6305775584409,15.5904011905597,6.8673944932361,0.00504488682754331,6.19058979505613e-05,NA,NA,NA,NA
"51","etwin",1919.70183966713,47,0,52,10.5,0,4,0,0,0,0,0,0.25,22.75,0,0.75,0,0,0,0,0.75,2.25,0.25,0,0.75,1,0,0,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,1.99362010139786,2.31718937452801,12.6305775584409,15.5904011905597,6.8673944932361,0.00524778550804549,-0.00462610383161185,0.284989744835796,0.597799927560732,0.117210327558686,0.402200072394482
"52","etwin",1901.89495506198,51,0,53,5.25,0,3.75,0,0,0,0,0,0.25,23.5,0,0.25,0.25,0,0.25,0,1.5,1.5,1.25,0,0.5,0.75,0.25,0,10.607948310681,6.29414133925903,7.29303447730277,16.4034155993549,1.99362010139786,2.31718937452801,12.6305775584409,15.5904011905597,6.8673944932361,0.00540550845500792,-0.000618297852694303,0.267680738906132,0.567430025558152,0.164889235573313,0.432569974479446
"53","etwin",1897.37166518548,52,0,53,5.25,0,3.75,0,0,0,0,0,0.25,23.5,0,0.25,0.25,0,0.25,0,1.5,1.5,1.25,0,0.5,0.75,0.25,0,6.15579633691561,8.49418592993178,7.53928743511363,18.2479125280528,2.3318049175894,3.3818945975827,13.2339634201697,26.7319598318045,16.2577397394946,0.00533253498577987,0.00161328305769596,NA,NA,NA,NA
"54","etwin",1883.49718567912,55,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,6.15579633691561,8.49418592993178,7.53928743511363,18.2479125280528,2.3318049175894,3.3818945975827,13.2339634201697,26.7319598318045,16.2577397394946,0.00529755559580599,1.2655568809838e-05,0.271230455332732,0.609436938321402,0.119332606297931,0.390563061630663
"55","etwin",1878.76228876064,56,0,51,7.75,0,4.25,0,0,0,0,0,0,25.75,0,0.75,0.25,0,0.5,0,1,2,0.75,0,0.5,1,0,0,7.59170605997989,10.3855764924235,7.50094130196893,21.0708614619466,2.53448316568239,2.95248681503346,19.9632092133394,22.8718480491009,8.55501903221198,0.00521037874912714,0.00184115616833389,NA,NA,NA,NA
"56","elbow",2018.30048530253,2,14,12,4.25,5,1.25,0,0,0,0,0,7,0,7,11.75,5.25,1.25,4,0,1.5,2,2.25,0,0,0.75,0,0,7.70445864477726,10.029929048865,9.27726683608557,8.94092729702356,5.23934150057449,2.18607866601672,36.4337366118399,31.738512330397,9.04904118762926,0.00581731206183423,NA,0.33912122090716,0.592225640422862,0.0686531386828695,0.40777435959003
"57","elbow",2015.61921617665,3,14,12,4.25,5,1.25,0,0,0,0,0,7,0,7,11.75,5.25,1.25,4,0,1.5,2,2.25,0,0,0.75,0,0,6.76285250837933,7.83579154786089,8.73800315309235,7.69287962762607,4.63459169516746,1.94355126628779,35.8162628356107,19.8642938719991,5.05096550395929,0.00589796796666676,-0.00300812417724273,NA,NA,NA,NA
"58","elbow",2012.70722993108,4,4,21.25,4.5,0,0.25,0,0,0,0,0,12,1,9.75,9.75,6,6,4,0,1,0,0.5,0,0,0,0,0,9.88955273361087,8.90215013834157,10.0340331799157,8.48450038917403,5.75539148887759,2.2961384110202,29.9606431743881,31.7892249586131,0.749538904902692,0.00595705362273758,-0.00202904997098465,0.313031654083306,0.616723696121358,0.070244649760509,0.383276303843815
"59","elbow",2006.20709609546,6,4.5,28.25,18.5,0,0.75,0,0,0,0.25,0,2.75,0.25,10.5,16.25,1.5,7.75,4.25,0,0.5,0,0.25,0,0,0,0,0,4.5831679016154,7.70469533046519,8.39289081357117,7.47524750277445,5.43953358609596,1.72350737953533,42.098527093704,20.5540736408815,5.42467317354894,0.00604646905394883,-0.000617672338820663,0.283304174333654,0.653099789913174,0.0635960357264973,0.346900210060151
"60","elbow",1998.77142276648,8,2.75,24.25,24.5,0.25,0,0,0,0,0.5,0,0,0,14,15.75,1,7.75,4.75,0,1,0,0.75,0,0,0.75,0,0,6.80935831912975,7.0269238647131,8.89171955318375,7.75926625949098,3.96671439379152,2.33334166648572,33.3082366576793,20.9248023037547,4.47629876505989,0.00590132434921509,0.00256917995703009,0.255138412504465,0.683953555284783,0.0609080322642611,0.316046444768726
"61","elbow",1990.34728848064,10,1.75,22.75,27.75,0,0.25,0,0,0,0.25,0,0,0.75,13,17.75,1.25,7.25,1.75,0,1,0,0.5,0,0,0.5,0,0,5.86957224370074,6.2853261179902,8.52054340868399,7.46829761137542,4.2228102477496,1.74362549644022,36.682258395588,21.2081189052779,6.05047147926796,0.00565468447280853,0.00343731338102489,0.267019838182612,0.682293688341318,0.0506864734780265,0.317706311660638
"62","elbow",1980.8800528962,12,2.5,26.75,25,0,0,0,0,0,0,0,0,1.5,14,13.5,1,8.5,2.75,0,0,0,1,0,0,0.5,0,0,7.39598634379384,3.60781274798409,7.1221445747647,6.46016270548134,2.48277212989855,1.75124426479004,41.8276583984125,17.9637347932901,3.8621181260368,0.00519864835321326,0.00616327654512448,0.271145054803767,0.678617637451849,0.0502373077511865,0.321382362554953
"63","elbow",1975.76540047187,13,1.5,24,23,1.5,0.5,0,0,0,0.75,0,0,2.25,13.75,14.5,1.25,6.5,4,0,0.5,0,0.25,0,0,0,0,0,7.39598634379384,3.60781274798409,7.1221445747647,6.46016270548134,2.48277212989855,1.75124426479004,41.8276583984125,17.9637347932901,3.8621181260368,0.00492271284595384,0.00539500017531633,0.281477426536038,0.666778417729661,0.0517441556764653,0.333221582212503
"64","elbow",1970.24258384513,14,1.5,24,23,1.5,0.5,0,0,0,0.75,0,0,2.25,13.75,14.5,1.25,6.5,4,0,0.5,0,0.25,0,0,0,0,0,7.20462886866488,8.63862607740865,12.9565709129925,10.9184476204691,4.71527040251304,1.89433197734898,30.6549508280271,25.2700625752289,9.37297438486606,0.00473830797433872,0.00333896422927173,NA,NA,NA,NA
"65","elbow",1964.31228902271,15,2.25,25.25,25.25,0.25,0.5,0,0,0,0.25,0,0,4,11.5,14.75,1.75,6.25,3.25,0,0.25,0,1.25,0,0,0,0,0,7.20462886866488,8.63862607740865,12.9565709129925,10.9184476204691,4.71527040251304,1.89433197734898,30.6549508280271,25.2700625752289,9.37297438486606,0.00455853981951678,0.00303135274391943,0.267853046865597,0.676984186646713,0.0551627665893746,0.323015813454971
"66","elbow",1958.19714843872,16,2.25,25.25,25.25,0.25,0.5,0,0,0,0.25,0,0,4,11.5,14.75,1.75,6.25,3.25,0,0.25,0,1.25,0,0,0,0,0,7.73169134332124,8.33248730850417,13.8522447473086,10.8830373276969,4.14940267226628,1.75939760947343,33.2617420986794,27.0377954393463,4.82052098261026,0.00431723988361095,0.00394594257632561,NA,NA,NA,NA
