"","lake","year_loess","dmar_loess","depth","wet_g_cc","dry_g_cc","dry_wet","org_wet","percent_organic","percent_ca_co3","percent_inorg","concentration_si_o2","sio2_wt_percent","flux_sio2_mg","focus_g_cm2y","ex_p","bd_p","na_oh_p","pers_p","labile_o_p","mineral_p","tp_results_mg_p_g","recalcitrant_o_p","chlide_a","chl_c1","chl_c2","perid","fuco","sed_a","sed_b","sed_c","oscil","aphan","viola","diadino","sudan","myxo","allo","diato","lutein","zea","cantha","chl_b","okenone","chl_a","chl_ap","echine","isoren","phaeo_b","pheo_a","a_car","b_car","car_x","car_y","car_z","Ach. microcephala","Ach. minutissimum","Ach. minutissimum var. jackii","Amp. ovalis","Amp. iranensis","Ast. formosa","Aul. ambigua","Aul. granulata","Aul. humilis","Aul. pusila","Aul. subarctica","Aul. tenella","Bra. vitrea","Bra. microcephala","Bra. procera","Cal. limosa","Cal. sp.","Cav. jaernefeltii","Cav. pseudoscutiformis","Cav. sp.","Cha. mediocris","Cmb. anglica","Cmb. sp.","Coc. neothumensis","Coc. neodiminuta","Cyc. menegahniana","Cym. apiculata","Del. sp.1","Del. sp.3","Dip. boldtiana","Dip. finnica","Dis. pseudostelligera","Dis. stelligera","Enc. austriaca","Enc. ceasatii","Enc. sp.","Enp. sp.","Enp. microcephala","Enc. minutum","Enc. perigracile","Enc. silisaecum","Enc. thumensis","Eol. metafarta","Epi. adnata","Epi. gibba","Epi. sorex","Epi. sp.","Epi. turgida","Euc. flexella","Euc. laevis","Eun. arcubus","Eun. sp.","Euc. formica","Eun. incisa","Eun.naegeli","Eun. pectinalis","Eun. rhomboidea","Eun. tenella","Eun. sp.2","Eun. valida","Eun. zasumi","Fal. lenzii","Fra. crotonensis","Fra. mesolepta","Fra. stoermeriana","Fra. tenera","Fra. vaucheria","Frm. virecens","Frm. sp.1","Frm. sp.2","Fru. sp.1","Fru. sp.3","Fru. sp.4","Gei. sp. 4","GMS sp.1","Fru. inculata","Gog. exilis","Gog. rostellata","Gom. acuminatum","Gom. cf. minusculum","Gom. sp.1","Gom. gracile","Gom. insigne","Gom. Sp.","Gom. parvulum","Gom. vibrio","Gsp. grovei","Gyr. Attenuatatum","Han. amphyoxis","Hip. capitata","Kob. micropunctata","Kob. parasubtilissima","Lin. bodanica","Lin. comensis","Lin. comta","Lin. intermedia","Lin. michiganiana","Lut. mutica","Nav. cryptocephala","Nav. cryptotenella","Nav. wildii","Nav. menisculus","Nav. aurora","Nav. radians","Nav. radiosa","Nav. leptostriata","Nav. viridula","Nav. erifuga","Nav. Sp.","Nav. expecta","Nei. sp.","Nei. affinis","Nei. sp. 2","Nit. tenuis","Nit. amphibia","Nit. palea var. tenuirostris","Nit. palea var. debilis","Nit. dissipata","Nit. leiberthruthii","Nit. fonticola","Nit. linearis","Nit. palea","Nit. paleacea","Nit. perminuta","Nup. vitiosa","Nup.elegantula","Nup. subrostrata","Nup. sp.","Nup. neglecta","Nup. wellneri","Pin. rupestris","Pin. Braunii","Pin. gibba","Pin. acrosphaeria","Pin. braunii","Pin. microstauron","Pin. gibbiformis","Pin. subanglica","Pin. subgibba","Pin. viridis","Pin. divergens","Pin. marchica","Plc. Hustedtii","Plc. clementis","Plc. explanata","Plc. symmetrica","Pla. abbreviatum","Pla. biporomum","Pla. frequentissima","Pla. joursacense","Pla. rostratum","Pla. sp.1","Plt. kingstonii","Psa. levanderii","Psa. didymum","Psa. harveyi","Pse. binodis","Pse. brevistriata-inflata","Pse. brevistriata","Pse. elliptica","Pse. cf. microstriata","Pse. microstriata","Pse. parasititica","Pse. pseudoconstruens","Pse. robusta","Pun. lancettula","Ros. anastasiae","Ros. pusillum","Sel. atomoides","Sel. auldrekie","Sel. blackfordensis","Sel. laevissima","Sel. cf. ventralis","Sel. cf. submularis","Sel. cf. vitabunda","Sel. pupula","Sel. moesta","Sel. nigri","Sel. saugerresii","Sel. schadei","Sel. schoenfeldii","Sel. subbacillum","Sel. sp.","Ska. oestrupii","Ska. peragalloi","Stl. cf. similoides","Stl. minuta","Sta. anasta","Sta. berolinensis","Sta. construens","Sta. construens MN2","Sta. ovata","Sta. pinnata","Sta. venter","Ste. niagare","Str. obtusa","Str. gracilis","Str. kriegeri","Str. phoencentron","Str. sp.","Str. sp. 2","Str. smithii","Str. separanda","Str. angusta","Str. bifrons","Sur. tenera","Sur. terryi","Tab. fenestrata","Tab. flocculosa","Tab. flocculosa IV","Tet. sp.","Uln. acus","Uln. capitata","Uln. ulna"
"139","elbow",1980.8800528962,0.0280757412525872,12,1.07168885774352,0.129432375613174,0.120774210423069,0.0223631726933893,18.5165132647538,5.17097996751487,76.3125067677313,219.856666666667,21.9856666666667,6.925485,1.170350877,0.000140750705170395,0.00114179371060138,0.00191166572721327,0.00793350079916186,0.00602183507194859,0.00911292622911233,0.0227280035836397,0.00439903213959374,0,0,0,0,0.587098450450286,0,0,0,0,0,0,0,1388.368323,7.39598634379384,3.60781274798409,7.1221445747647,6.46016270548134,0,2.48277212989855,1.18165525161782,0,2.96846997621716,2.45388683944059,1.75124426479004,0,41.8276583984125,17.9637347932901,0,3.8621181260368,0,0,0,0,11,0,0,0,10,107,56,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,6,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"140","elbow",1975.76540047187,0.0269088621234598,13,1.07186392629341,0.129199149539334,0.120536895001323,0.0220510446971701,18.2940208447614,4.98957761930883,76.7164015359298,203.956666666667,20.3956666666667,5.690391,1.170350877,0.000101495677295446,0.00109164392193882,0.00179177266551541,0.00762859249163592,0.00583681982612051,0.0086424882192426,0.0210969510984856,0.00363273078837286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,0,0,0,6,96,55,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,92,3,0,0,0,0,0,0,0,0,0,0,0,0,26,6,4,0,0,0,0
"141","elbow",1970.24258384513,0.0260505258159997,14,1.07677419354839,0.137741935483871,0.127920910724985,0.0232674256041541,18.1889149102263,4.79297423887575,77.018110850898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.08755927216522,0,0,0,0,0,0,0,1470.300399,7.20462886866488,8.63862607740865,12.9565709129925,10.9184476204691,0,4.71527040251304,1.73752155567431,0,4.42949539201818,1.0048681886352,1.89433197734898,0,30.6549508280271,25.2700625752289,0,9.37297438486606,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","elbow",1964.31228902271,0.0251264663188275,15,1.07719236209335,0.138578500707213,0.128647867905328,0.0233397892525357,18.1423832610359,4.81607552947192,77.0415412094922,221.786666666667,22.1786666666667,4.32484,1.170350877,8.80584185833092e-05,0.00109763072902476,0.00172833865680761,0.00697002987235255,0.00524169121554494,0.00833699614487321,0.0198980362459954,0.00340532108116155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,0,0,0,9,101,46,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,0,16,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0
"143","elbow",1958.19714843872,0.0243846319187886,16,1.08055260361318,0.144456252213957,0.133687385260949,0.0236690270128509,17.7047572339383,4.90711132908234,77.3881314369793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.68329854809684,0,0.891072320487769,0,0,0,0,0,1465.821495,7.73169134332124,8.33248730850417,13.8522447473086,10.8830373276969,0,4.14940267226628,2.87191148950538,0,4.16770171385625,3.35338444695122,1.75939760947343,0,33.2617420986794,27.0377954393463,0,4.82052098261026,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","elbow",1952.11979452725,0.024072970902728,17,1.07948717948718,0.142536002809975,0.132040477662448,0.023134741157713,17.520946278955,4.70714637752635,77.7719073435186,221.433333333333,22.1433333333333,5.53583333333333,1.170350877,9.67297270730546e-05,0.00125711240387759,0.00167195405827191,0.00665865822248751,0.0049867041642156,0.00805929639876605,0.0196509138896632,0.00357911713745899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,8,104,32,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,5,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,6,0,1,0,0
"145","elbow",1945.98673870973,0.0245515456239563,18,1.08505954529051,0.15193071093468,0.140020620613962,0.0242458509329167,17.3159144893113,4.59121140142504,78.0928741092636,203.483333333333,20.3483333333333,4.59872333333333,1.170350877,9.74744870565395e-05,0.00496371368760893,0.00175951287663289,0.00708925053772775,0.00532973766109486,0.00836487284230719,0.0198023113460761,-0.000713000208624355,0,0,0,0,1.72920371062598,0,1.02799999946324,0,0,0,0,0,1531.78506,6.65884011675707,9.53449843540327,15.4339998050773,11.5113885310826,0,5.34529525834534,8.08871316122089,0,6.21059161158387,3.91935735025972,1.64615710750513,0,37.4282336774649,22.4094622854089,0,6.82145752230877,0,0,0,0,14,0,0,0,6,131,43,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0
"146","elbow",1939.68846599422,0.0254964956382458,19,1.08572448251249,0.152962169878658,0.140884885937808,0.0240615344158832,17.0788614092394,4.24451703219785,78.6766215585628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","elbow",1933.42356919473,0.0261298850361352,20,1.08964143426295,0.159942049981891,0.146784111683563,0.0249626059498091,17.0063405797103,4.42853260869539,78.5651268115943,228.226666666667,22.8226666666667,6.025184,1.170350877,0.000100595116710198,0.00147120159436094,0.00200475352889535,0.00748294723553627,0.00547819370664092,0.00889168644213693,0.0220448765992756,0.00409844621053122,0,0,0,0,1.14537755685555,0,0,0,0,0,0,0,1456.511904,6.66049386442447,7.83994042405009,15.1934062869796,10.8786444401614,0,4.28653455814145,3.14565385140543,0,5.1720348939411,3.75820024099765,1.86616165900419,0,33.3941437222096,32.9454376050161,0,7.80308208016748,0,0,0,0,21,0,0,0,0,152,33,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,28,0,0,0,70,3,0,0,0,0,0,0,0,0,0,0,0,0,23,4,1,0,0,0,0
"148","elbow",1927.38699983326,0.0266878203442767,21,1.10913123844732,0.194787430683919,0.175621625224985,0.0294313712419173,16.7583981780224,4.18633516796338,79.0552666540142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","elbow",1921.4706677731,0.0276023316983263,22,1.10493033226152,0.186888174347982,0.16914023345297,0.0282277621495783,16.6889696042823,4.12980309692183,79.1812272987959,202.65,20.265,6.52533,1.170350877,0.000115946201202772,0.00172522945352254,0.00215667311335553,0.00742429109460884,0.00526761798125331,0.00983906288898677,0.0231328956338969,0.00402836599557599,0,0,0,0,1.81620092333512,0,0.227130473402241,0,0,0,0,0,1578.53628,6.06564786379766,7.09004930378155,15.5934858668065,11.0997431089439,0,4.30185805069417,2.62182201544583,0,4.32683316218323,3.69810469699366,1.39162523526403,0,39.8945587211252,35.1095342301791,0,8.02804715921195,0,0,0,0,9,0,0,0,1,173,21,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5,5,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,27,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0
"150","elbow",1915.41860334019,0.0283893686023286,23,1.10328994938539,0.183694866232827,0.166497362126028,0.0275584100665201,16.5518598701042,4.20696713245438,79.2411729974414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","elbow",1908.9748368605,0.0285648805603284,24,1.09792764313312,0.174288724973656,0.158743361699405,0.0263932433297075,16.6263603385731,3.89540507859762,79.4782345828293,196.166666666667,19.6166666666667,5.6496,1.170350877,0.000127655456369841,0.00173981998871355,0.00311402823707848,0.00835924143506416,0.00524521319798568,0.0107680639515775,0.0240451635369828,0.00305038270525776,0,0,0,0,1.37172054073041,0,0.5765810331937,0,0,0,0,0,1378.664865,8.71900179742449,8.37431487020885,19.802508987476,12.7027495056052,0,4.6090457959652,1.08390134149206,0,5.29187126476521,3.58719431997035,0.535866055758408,0,64.1433479825339,28.3792958103395,0,4.98220645469635,0,0,0,0,15,0,0,0,3,207,28,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,2,1,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"152","elbow",1902.16323532889,0.0280874278018477,25,1.09536903039074,0.169790159189581,0.155007266481702,0.0256969216541154,16.5778819518431,4.07023226081439,79.3518857873425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
