,lake,year_loess,dmar_loess,depth,wet_g_cc,dry_g_cc,dry_wet,org_wet,percent_organic,percent_ca_co3,percent_inorg,concentration_si_o2,sio2_wt_percent,flux_sio2_mg,focus_g_cm2y,ex_p,bd_p,na_oh_p,pers_p,labile_o_p,mineral_p,tp_results_mg_p_g,recalcitrant_o_p,chlide_a,chl_c1,chl_c2,perid,fuco,sed_a,sed_b,sed_c,oscil,aphan,viola,diadino,sudan,myxo,allo,diato,lutein,zea,cantha,chl_b,okenone,chl_a,chl_ap,echine,isoren,phaeo_b,pheo_a,a_car,b_car,car_x,car_y,car_z,ach_microcephala,ach_minutissimum,ach_minutissimum_var_jackii,amp_ovalis,amp_iranensis,ast_formosa,aul_ambigua,aul_granulata,aul_humilis,aul_pusila,aul_subarctica,aul_tenella,bra_vitrea,bra_microcephala,bra_procera,cal_limosa,cal_sp,cav_jaernefeltii,cav_pseudoscutiformis,cav_sp,cha_mediocris,cmb_anglica,cmb_sp,coc_neothumensis,coc_neodiminuta,cyc_menegahniana,cym_apiculata,del_sp_1,del_sp_3,dip_boldtiana,dip_finnica,dis_pseudostelligera,dis_stelligera,enc_austriaca,enc_ceasatii,enc_sp,enp_sp,enp_microcephala,enc_minutum,enc_perigracile,enc_silisaecum,enc_thumensis,eol_metafarta,epi_adnata,epi_gibba,epi_sorex,epi_sp,epi_turgida,euc_flexella,euc_laevis,eun_arcubus,eun_sp,euc_formica,eun_incisa,eun_naegeli,eun_pectinalis,eun_rhomboidea,eun_tenella,eun_sp_2,eun_valida,eun_zasumi,fal_lenzii,fra_crotonensis,fra_mesolepta,fra_stoermeriana,fra_tenera,fra_vaucheria,frm_virecens,frm_sp_1,frm_sp_2,fru_sp_1,fru_sp_3,fru_sp_4,gei_sp_4,gms_sp_1,fru_inculata,gog_exilis,gog_rostellata,gom_acuminatum,gom_cf_minusculum,gom_sp_1,gom_gracile,gom_insigne,gom_sp,gom_parvulum,gom_vibrio,gsp_grovei,gyr_attenuatatum,han_amphyoxis,hip_capitata,kob_micropunctata,kob_parasubtilissima,lin_bodanica,lin_comensis,lin_comta,lin_intermedia,lin_michiganiana,lut_mutica,nav_cryptocephala,nav_cryptotenella,nav_wildii,nav_menisculus,nav_aurora,nav_radians,nav_radiosa,nav_leptostriata,nav_viridula,nav_erifuga,nav_sp,nav_expecta,nei_sp,nei_affinis,nei_sp_2,nit_tenuis,nit_amphibia,nit_palea_var_tenuirostris,nit_palea_var_debilis,nit_dissipata,nit_leiberthruthii,nit_fonticola,nit_linearis,nit_palea,nit_paleacea,nit_perminuta,nup_vitiosa,nup_elegantula,nup_subrostrata,nup_sp,nup_neglecta,nup_wellneri,pin_rupestris,pin_braunii,pin_gibba,pin_acrosphaeria,pin_braunii_2,pin_microstauron,pin_gibbiformis,pin_subanglica,pin_subgibba,pin_viridis,pin_divergens,pin_marchica,plc_hustedtii,plc_clementis,plc_explanata,plc_symmetrica,pla_abbreviatum,pla_biporomum,pla_frequentissima,pla_joursacense,pla_rostratum,pla_sp_1,plt_kingstonii,psa_levanderii,psa_didymum,psa_harveyi,pse_binodis,pse_brevistriata_inflata,pse_brevistriata,pse_elliptica,pse_cf_microstriata,pse_microstriata,pse_parasititica,pse_pseudoconstruens,pse_robusta,pun_lancettula,ros_anastasiae,ros_pusillum,sel_atomoides,sel_auldrekie,sel_blackfordensis,sel_laevissima,sel_cf_ventralis,sel_cf_submularis,sel_cf_vitabunda,sel_pupula,sel_moesta,sel_nigri,sel_saugerresii,sel_schadei,sel_schoenfeldii,sel_subbacillum,sel_sp,ska_oestrupii,ska_peragalloi,stl_cf_similoides,stl_minuta,sta_anasta,sta_berolinensis,sta_construens,sta_construens_mn2,sta_ovata,sta_pinnata,sta_venter,ste_niagare,str_obtusa,str_gracilis,str_kriegeri,str_phoencentron,str_sp,str_sp_2,str_smithii,str_separanda,str_angusta,str_bifrons,sur_tenera,sur_terryi,tab_fenestrata,tab_flocculosa,tab_flocculosa_iv,tet_sp,uln_acus,uln_capitata,uln_ulna,tot_count,tot_abund,d15N_perc_air,d13C_org_VPDB,perc_TOC,perc_TN,TOC_TN_ratio
169,finger,1982.839821,0.028523371,9,1.119280682,0.2126066,0.189949316,0.031801769,16.74223927,2.77607255,80.48168818,117.43,11.743,3.088409,0.928070175,0.000110722,0.002056876,0.00207017,0.00759063,0.00552046,0.014106959,0.027665336,0.003800149,0,0,0,0,1.528049321,0,0.565542096,0.59764754,0,0,0,0,1540.056006,1.701455505,3.91458006,2.138323779,2.899328692,0,2.748954533,0.664026265,0,2.693977104,1.210563154,1.347123542,0,8.67348393,6.984636094,0,0.217475573,0,0,0,0,0,0,1.25,0,2.25,13,3,0,0,0,0,0.25,0,0,0,1,0,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0,5.5,1,0,0,0,0,1,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,1.25,0,0,5.75,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0.5,0,0,3.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0,1.5,0,0.75,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,9.25,8.25,0,0,0,0,0,0,0,0,0,0,2.25,0,0,5.5,16.75,0.25,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,5.25,1.25,0,0.25,0,0,400,100,2.872261625,-29.27106677,8.82,0.79,11.16455696
170,finger,1974.01577,0.025966605,10,1.127276133,0.226714125,0.201116761,0.032971051,16.39398447,2.555478433,81.0505371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.138050637,0,0.383703873,0.720295973,0,0,0,0,1882.691235,1.435269471,3.464459196,1.948187096,2.78498262,0,1.145868884,0.9455563,0,2.390876032,1.254026954,0.844703009,0,6.880103811,6.753373311,0,0.441419716,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,finger,1964.850237,0.024298973,11,1.130654206,0.232411215,0.205554637,0.033162506,16.13318321,2.670130288,81.1966865,110.19,11.019,2.622522,0.928070175,0.000111158,0.001523744,0.001541874,0.005579937,0.004038064,0.011270335,0.023270615,0.004785441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.75,0,4.25,15.25,4.25,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,3.25,0.75,0,0,0,0,0.5,0,0,0,0,3.5,0,0,0,0,0,0,0.5,0,0,0.25,0.5,0,0.25,0.5,0,0,0,1.75,0,0,6.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0.5,0,0,2.75,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0.25,0.75,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,6.5,4.25,0,0,0,0,0,0,0,0,0.5,0,2.75,0,0,5.75,17,0.5,0.25,0,0,0.25,0,0,0.75,0,0,0.25,0,0.25,0,5,1,0,0.25,0,0,400,100,NA,NA,NA,NA,NA
172,finger,1954.992992,0.023761341,12,1.13738212,0.243643908,0.214214646,0.033994428,15.86932962,2.534881561,81.59578882,98.67,9.867,2.417415,0.928070175,0.000115132,0.001583639,0.001505522,0.005402525,0.003897004,0.012220342,0.022875386,0.003553747,0,0,0,0,0.99761831,0,0.246361271,0.432381538,0,0,0,0,1517.426919,2.041628529,3.595415934,2.635828093,3.493785226,0,2.636625076,0.855418669,0,2.128415471,1.252594279,1.279469286,0,1.663906761,5.929446753,0,0.457546789,0,0,0,0,0,0,0,0,0.75,12.25,5.25,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0.75,0,0,0,0,0.75,0,0,0.25,0,2.75,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,2,0,0,5.25,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0,0.5,0,0,0.5,0,0,3.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0.75,0,0,0,0,0,0,0.25,0,2.75,0,0.75,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0.25,0,7.25,6,0,0,0,0,0,0,0,0,0,0,4.25,0,0,7.25,15.75,0,0,0,0,0.5,0,0,0.25,0,0.5,0,0,0,0,5.5,2,0,0.5,0,0,400,100,NA,NA,NA,NA,NA
173,finger,1944.89455,0.02391337,13,1.135772965,0.240926064,0.212125197,0.033765124,15.91754495,2.608121513,81.47433354,108.17,10.817,2.888139,0.928070175,0.000102824,0.001544207,0.001550811,0.002461214,0.000910403,0.011973834,0.022926171,0.006844092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,3.75,12.75,4.25,0,0,0,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,1.75,0.5,0,0,0,0,0.5,0,0,0.25,0,2.25,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0.25,0.25,0,0,0,2.25,0,0,5,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,4,0,0,0.25,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0.5,0.25,0.75,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0.5,0.75,0,0,0,0.25,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,1,0,2.5,0,0.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,4.25,5.75,0,0,0,0,0,0,0,0,0.5,0.5,2.5,0,0,6.25,17,0,0,0,0,0,0,0,0.75,0,0.25,0.25,0.25,0.25,0,3.75,0.75,0,0,0,0,400,100,3.019517042,-29.14444229,8.59,0.77,11.15584416
174,finger,1935.091503,0.025062244,14,1.13871824,0.246605992,0.21656454,0.034700946,16.02337383,2.692572659,81.28405351,119.77,11.977,2.491216,0.928070175,0.000104621,0.001561123,0.001579439,0.005499334,0.003919895,0.01263323,0.024670676,0.004872369,0,0,0,0,0.666146473,0.179231487,0.046963787,0.541178744,0,0,0,0,1999.9314,1.190665619,2.753560777,1.985909273,2.647455117,0,2.198711506,0.635285204,0,1.47714613,0.925568429,0.706020233,0,6.150818351,6.547219123,0,0.278384421,0,0,0,0,0,0,0.5,0,2,15.25,5.75,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,1.25,0.25,0,0,0,0,2.25,0.5,0,0,0,0,1.5,0,0,0.25,0,2.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.25,0,0,6.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,2.75,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.25,0.25,0,0,0,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,2,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,5.25,0,0,0,0,0,0,0,0,0.5,0.25,1.5,0,0,9,18,0.75,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,4.25,1,0,0.25,0,0.25,400,100,NA,NA,NA,NA,NA
175,finger,1925.334836,0.026423487,15,1.139181067,0.247032307,0.216850783,0.034196208,15.76946472,2.558941606,81.67159367,112.77,11.277,2.81925,0.928070175,0.000106504,0.001276438,0.001622616,0.005327744,0.003705128,0.013270423,0.024474253,0.004493144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.75,0,2.5,14.25,7.75,0,0,0,0,0.75,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,1.75,1,0,0,0,0,0.75,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0.75,0.5,0,0,0.25,0,0,0,2.5,0,0,2.75,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2.5,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.75,0,0,0,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.75,0,0.5,0,0.75,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.25,0,7,5.75,0,0,0,0,0,0,0,0,0.25,0,1.5,0,0,7.5,17,0.25,0.25,0,0,0.25,0,0,0,0,0.25,0.25,0.5,0.25,0,4.5,1.25,0,0.25,0,0.25,400,100,NA,NA,NA,NA,NA
176,finger,1915.962667,0.027300359,16,1.14268018,0.25259009,0.221050557,0.034591505,15.6486848,2.602139991,81.74917521,114.21,11.421,3.357774,0.928070175,0.000104167,0.00138278,0.001626005,0.00538305,0.003757045,0.014328032,0.024929747,0.003731719,0,0,0,0,0.771702956,0.240496781,0.054402347,0.676587385,0,0,0,0,1981.843506,1.389147902,3.275615206,2.842331285,3.791282756,0,2.641510712,1.066458181,0,2.174517402,1.446738509,1.126617966,0,8.840220866,6.983359278,0,0.536833598,0,0,0,0,0,0,0,0,3,12.75,8,0,0,0,0,1,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0.5,3,1,0,0,0,0,0.5,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0.25,0.25,0,0,0,1,0,0,4.75,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0.75,0,0,0.75,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.75,0,0,0,0,0.75,0.75,0,0,0,0.75,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0.25,0,2,0,0,0.25,0,0,0,0,0.25,0,0,0,1,0,0,0,0,0,7.5,6,0,0,0,0,0,0,0,0,0.75,0.25,3,0,0,7,18,0.75,0,0,0,0,0,0,0,0,0,0.25,0,0,0,4.25,1.75,0,0.25,0,0,400,100,NA,NA,NA,NA,NA
177,finger,1906.498771,0.027850789,17,1.14394111,0.254888637,0.222816223,0.034518035,15.49170616,2.660633886,81.84765995,118.83,11.883,3.541134,0.928070175,0.000111943,0.001432305,0.001712273,0.005231113,0.00351884,0.014129148,0.025339852,0.004435343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1.75,14.75,8.75,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.75,0,0,0,0,0,2.75,0.5,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0.25,0,0,0,0,1.75,0,0,4.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.25,0,0.5,0,0,0,0,0,0,0.25,0,0.75,0,0.75,0.5,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,5.5,5,0,0,0,0,0,0,0,0,0.5,0.25,3.5,0,0,9,20.25,0.75,0.25,0,0,0.25,0,0,0.5,0,0,0.25,0,0,0,3.75,1.25,0,0.25,0,0.25,400,100,3.133172267,-29.12734632,8.23,0.72,11.43055556
178,finger,1896.670088,0.027775882,18,1.150133029,0.265526416,0.230865829,0.035558493,15.40223304,2.604065273,81.99370169,118.07,11.807,3.530293,0.928070175,0.000112364,0.001342677,0.001568927,0.0050856,0.003516673,0.014354122,0.027983285,0.007088522,0,0,0,0,0.787408348,0,0.278841138,0.656048508,0,0,0,0,1814.915151,1.227271924,2.970188983,2.743113658,3.404825277,0,1.580952429,0.845433848,0,1.975224158,1.073395051,0.868089138,0,5.624148662,4.73203809,0,0.372119735,0,0,0,0,0,0,0,0,1.75,15.75,8.5,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0.25,0.5,0,0,0,0,2.5,1.5,0,0,0,0,1,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,1.25,0,0,3.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.75,0,0,2.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.5,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.75,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,7.75,6.25,0,0,0,0,0,0,0,0,0.75,0,3,0,0,8,17,0,0.25,0,0,0,0,0,0.75,0,0,0,0.25,0,0,4.5,1.75,0,0,0,0,400,100,NA,NA,NA,NA,NA
179,finger,1886.696162,0.027364,19,1.144927536,0.256407323,0.2239507,0.034043971,15.20154693,2.604462294,82.19399078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,finger,1876.485635,0.026515114,20,1.146579554,0.259415834,0.226251927,0.034423812,15.21481481,2.594044444,82.19114074,119.7,11.97,2.82492,0.928070175,0.000104567,0.001262802,0.001391065,0.004443662,0.003052598,0.013461876,0.025917097,0.006644191,0,0,0,0,0.902052412,0,0,0.449776153,0,0,0,0,1734.547851,1.601474855,3.215855872,2.911175618,3.784182724,0,2.011617686,0.73440563,0,1.954033104,1.140603795,1.171415641,0,5.906144976,5.445139346,0,0.599669714,0,0,0,0,0,0,0,0,4,16,6,0,0,0,0,0.75,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,2.75,1,0,0,0,0,0,0,0,0.25,0,3.25,0,0,0,0,0,0,0,0,0,0.75,0.5,0,0.25,0.25,0,0,0,1,0,0,3.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,1.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0.25,0,1.75,0,0.5,0.75,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,6.5,5.75,0,0,0,0,0,0,0,0,0.25,0.25,3.25,0,0,6.75,17.5,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0.25,0,0,5.5,1.75,0,0.25,0,0.25,400,100,NA,NA,NA,NA,NA
181,finger,1866.001115,0.025185969,21,1.145894263,0.257930259,0.225090802,0.034193907,15.19116151,2.51234191,82.29649658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0,3,16.25,7,0,0,0,0,0.5,0,0,0,0.25,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,2.25,0.25,0,0,0,0,1,0,0,0.25,0,2,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0.25,0,0,0,0,2.5,0,0,3.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,1.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.25,0,7.25,4.75,0,0,0,0,0,0,0,0,0.75,0.25,2.5,0,0,8.75,18.25,0.25,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,5.5,1.5,0,0.25,0,0,400,100,NA,NA,NA,NA,NA
182,finger,1855.278509,0.023424046,22,1.155066922,0.273957935,0.237179275,0.035788777,15.08933557,2.444137353,82.46652708,127.1,12.71,3.08853,0.928070175,7.6462245770408e-05,0.001034679,0.001198457,0.003836867,0.00263841,0.012157483,0.021748403,0.004642912,0,0,0,0,3.151648628,0,1.06127618,2.684107407,0,0,0,0,3148.431372,1.147376349,4.436697087,3.532834973,3.95070423,0,2.430982295,1.700775468,0,2.129493052,1.422045381,0.823726982,0,5.808743333,3.498267439,0,0.274612387,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.203031827,-28.93701027,8.29,0.72,11.51388889
